cost_key,technology,year,base_year,capex,capex_unit,nominal_basis,discount_rate,lifetime_years,fom_fraction,capital_cost,capital_cost_unit,marginal_cost,marginal_cost_unit,efficiency,max_hours,efficiency_store,efficiency_dispatch,standing_loss,co2_emissions,annual_change,capex_annual_change,capital_cost_annual_change,marginal_cost_annual_change,co2_emissions_annual_change,fixed_operating_cost_nzd_per_kw_year,fuel_delivery_cost_nzd_per_gj,heat_rate_gj_per_gwh,connection_cost_nzd_m,total_capital_costs_nzd_m,source,source_url,fx_rate_usd_per_eur,fx_source_url,notes
solar_bay_of_plenty_edgecumbe_solar_helios,solar,2050,2050,,,MW_e generator capacity,,,,133584.821096,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,25.556179,157.011489,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Edgecumbe solar (Helios); status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1365317.292302.
solar_bay_of_plenty_edgecumbe_solar_farm_fnsf,solar,2025,2025,,,MW_e generator capacity,,,,157240.696744,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,19.010000,63.036833,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Edgecumbe solar farm (FNSF); status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1658864.027460.
solar_bay_of_plenty_edgecumbe_solar_farm_fnsf,solar,2030,2030,,,MW_e generator capacity,,,,157240.696744,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,19.010000,63.036833,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Edgecumbe solar farm (FNSF); status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1658864.027460.
solar_bay_of_plenty_edgecumbe_solar_farm_fnsf,solar,2040,2040,,,MW_e generator capacity,,,,157240.696744,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,19.010000,63.036833,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Edgecumbe solar farm (FNSF); status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1658864.027460.
solar_bay_of_plenty_edgecumbe_solar_farm_fnsf,solar,2050,2050,,,MW_e generator capacity,,,,157240.696744,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,19.010000,63.036833,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Edgecumbe solar farm (FNSF); status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1658864.027460.
solar_bay_of_plenty_generic_solar_101_200mw_55,solar,2025,2025,,,MW_e generator capacity,,,,150113.992194,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,68.510000,282.677122,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (101-200MW): 55; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1570428.457198.
solar_bay_of_plenty_generic_solar_101_200mw_55,solar,2030,2030,,,MW_e generator capacity,,,,150113.992194,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,68.510000,282.677122,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (101-200MW): 55; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1570428.457198.
solar_bay_of_plenty_generic_solar_101_200mw_55,solar,2040,2040,,,MW_e generator capacity,,,,150113.992194,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,68.510000,282.677122,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (101-200MW): 55; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1570428.457198.
solar_bay_of_plenty_generic_solar_101_200mw_55,solar,2050,2050,,,MW_e generator capacity,,,,150113.992194,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,68.510000,282.677122,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic solar (101-200MW): 55; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1570428.457198.
solar_bay_of_plenty_lodestone_rangitaiki_solar_farm,solar,2025,2025,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Lodestone Rangitaiki solar farm; status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
solar_bay_of_plenty_lodestone_rangitaiki_solar_farm,solar,2030,2030,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Lodestone Rangitaiki solar farm; status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
solar_bay_of_plenty_lodestone_rangitaiki_solar_farm,solar,2040,2040,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Lodestone Rangitaiki solar farm; status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
solar_bay_of_plenty_lodestone_rangitaiki_solar_farm,solar,2050,2050,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Lodestone Rangitaiki solar farm; status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
solar_bay_of_plenty_lodestone_te_herenga_o_te_ra_solar_farm,solar,2025,2025,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,18.440000,54.869235,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Lodestone Te Herenga o Te Rā solar farm; status=Under construction; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1828974.492754.
solar_bay_of_plenty_lodestone_te_herenga_o_te_ra_solar_farm,solar,2030,2030,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,18.440000,54.869235,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Lodestone Te Herenga o Te Rā solar farm; status=Under construction; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1828974.492754.
solar_bay_of_plenty_lodestone_te_herenga_o_te_ra_solar_farm,solar,2040,2040,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,18.440000,54.869235,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Lodestone Te Herenga o Te Rā solar farm; status=Under construction; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1828974.492754.
solar_bay_of_plenty_lodestone_te_herenga_o_te_ra_solar_farm,solar,2050,2050,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,18.440000,54.869235,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Lodestone Te Herenga o Te Rā solar farm; status=Under construction; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1828974.492754.
solar_bay_of_plenty_rangitaiki_solar_stage_1,solar,2025,2025,,,MW_e generator capacity,,,,125549.570459,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,28.810000,189.841130,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Rangitāiki solar (Stage 1); status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1265607.536232.
solar_bay_of_plenty_rangitaiki_solar_stage_1,solar,2030,2030,,,MW_e generator capacity,,,,125549.570459,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,28.810000,189.841130,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Rangitāiki solar (Stage 1); status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1265607.536232.
solar_bay_of_plenty_rangitaiki_solar_stage_1,solar,2040,2040,,,MW_e generator capacity,,,,125549.570459,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,28.810000,189.841130,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Rangitāiki solar (Stage 1); status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1265607.536232.
solar_bay_of_plenty_rangitaiki_solar_stage_1,solar,2050,2050,,,MW_e generator capacity,,,,125549.570459,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,28.810000,189.841130,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Rangitāiki solar (Stage 1); status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1265607.536232.
solar_bay_of_plenty_rangitaiki_solar_stage_2,solar,2025,2025,,,MW_e generator capacity,,,,109328.601917,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,0.000000,159.648130,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Rangitāiki solar (Stage 2); status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1064320.869565.
solar_bay_of_plenty_rangitaiki_solar_stage_2,solar,2030,2030,,,MW_e generator capacity,,,,109328.601917,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,0.000000,159.648130,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Rangitāiki solar (Stage 2); status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1064320.869565.
solar_bay_of_plenty_rangitaiki_solar_stage_2,solar,2040,2040,,,MW_e generator capacity,,,,109328.601917,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,0.000000,159.648130,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Rangitāiki solar (Stage 2); status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1064320.869565.
solar_bay_of_plenty_rangitaiki_solar_stage_2,solar,2050,2050,,,MW_e generator capacity,,,,109328.601917,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,0.000000,159.648130,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Rangitāiki solar (Stage 2); status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1064320.869565.
solar_bay_of_plenty_rangitaiki_solar_stage_3,solar,2025,2025,,,MW_e generator capacity,,,,113462.193892,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,0.000000,111.561478,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Rangitāiki solar (Stage 3); status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1115614.782609.
solar_bay_of_plenty_rangitaiki_solar_stage_3,solar,2030,2030,,,MW_e generator capacity,,,,113462.193892,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,0.000000,111.561478,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Rangitāiki solar (Stage 3); status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1115614.782609.
solar_bay_of_plenty_rangitaiki_solar_stage_3,solar,2040,2040,,,MW_e generator capacity,,,,113462.193892,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,0.000000,111.561478,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Rangitāiki solar (Stage 3); status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1115614.782609.
solar_bay_of_plenty_rangitaiki_solar_stage_3,solar,2050,2050,,,MW_e generator capacity,,,,113462.193892,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,0.000000,111.561478,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Rangitāiki solar (Stage 3); status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1115614.782609.
solar_bay_of_plenty_waiotahe_solar_farm,solar,2025,2025,,,MW_e generator capacity,,,,133911.847229,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,23.620000,110.919405,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Waiotahe solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1369375.373054.
solar_bay_of_plenty_waiotahe_solar_farm,solar,2030,2030,,,MW_e generator capacity,,,,133911.847229,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,23.620000,110.919405,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Waiotahe solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1369375.373054.
solar_bay_of_plenty_waiotahe_solar_farm,solar,2040,2040,,,MW_e generator capacity,,,,133911.847229,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,23.620000,110.919405,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Waiotahe solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1369375.373054.
solar_bay_of_plenty_waiotahe_solar_farm,solar,2050,2050,,,MW_e generator capacity,,,,133911.847229,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,23.558811,0.000000,3600,23.620000,110.919405,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Waiotahe solar farm; status=Fully consented; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=1369375.373054.
bio_reciprocating_canterbury_generic_reciprocating_biogas_2_christchurch,bio_reciprocating,2025,2025,,,MW_e generator capacity,,,,242996.220512,NZD/MW-year,16.012294,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,21.173282,0.000000,11400,0.661665,25.850321,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic Reciprocating Biogas: 2 (Christchurch); status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=16.012294; overnight_CAPEX_NZD_per_MW=2585032.068248.
bio_reciprocating_canterbury_generic_reciprocating_biogas_2_christchurch,bio_reciprocating,2030,2030,,,MW_e generator capacity,,,,242996.220512,NZD/MW-year,16.012294,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,21.173282,0.000000,11400,0.661665,25.850321,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic Reciprocating Biogas: 2 (Christchurch); status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=16.012294; overnight_CAPEX_NZD_per_MW=2585032.068248.
bio_reciprocating_canterbury_generic_reciprocating_biogas_2_christchurch,bio_reciprocating,2040,2040,,,MW_e generator capacity,,,,242996.220512,NZD/MW-year,16.012294,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,21.173282,0.000000,11400,0.661665,25.850321,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic Reciprocating Biogas: 2 (Christchurch); status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=16.012294; overnight_CAPEX_NZD_per_MW=2585032.068248.
bio_reciprocating_canterbury_generic_reciprocating_biogas_2_christchurch,bio_reciprocating,2050,2050,,,MW_e generator capacity,,,,242996.220512,NZD/MW-year,16.012294,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,21.173282,0.000000,11400,0.661665,25.850321,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic Reciprocating Biogas: 2 (Christchurch); status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=16.012294; overnight_CAPEX_NZD_per_MW=2585032.068248.
hydro_peaking_canterbury_lake_pukaki_hydro_plant,hydro_peaking,2025,2025,,,MW_e generator capacity,,,,371023.631251,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,76.300527,0.000000,3600,5.160987,146.704376,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Lake Pūkaki hydro plant; status=Consent lapsed; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=4191553.588715.
hydro_peaking_canterbury_lake_pukaki_hydro_plant,hydro_peaking,2030,2030,,,MW_e generator capacity,,,,371023.631251,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,76.300527,0.000000,3600,5.160987,146.704376,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Lake Pūkaki hydro plant; status=Consent lapsed; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=4191553.588715.
hydro_peaking_canterbury_lake_pukaki_hydro_plant,hydro_peaking,2040,2040,,,MW_e generator capacity,,,,371023.631251,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,76.300527,0.000000,3600,5.160987,146.704376,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Lake Pūkaki hydro plant; status=Consent lapsed; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=4191553.588715.
hydro_peaking_canterbury_lake_pukaki_hydro_plant,hydro_peaking,2050,2050,,,MW_e generator capacity,,,,371023.631251,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,76.300527,0.000000,3600,5.160987,146.704376,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Lake Pūkaki hydro plant; status=Consent lapsed; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=4191553.588715.
hydro_run_of_river_canterbury_bush_stream_hydro_plant,hydro_run_of_river,2025,2025,,,MW_e generator capacity,,,,514196.117001,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,76.566311,0.000000,3600,9.527977,186.719204,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Bush Stream hydro plant; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=6223973.474556.
hydro_run_of_river_canterbury_bush_stream_hydro_plant,hydro_run_of_river,2030,2030,,,MW_e generator capacity,,,,514196.117001,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,76.566311,0.000000,3600,9.527977,186.719204,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Bush Stream hydro plant; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=6223973.474556.
hydro_run_of_river_canterbury_bush_stream_hydro_plant,hydro_run_of_river,2040,2040,,,MW_e generator capacity,,,,514196.117001,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,76.566311,0.000000,3600,9.527977,186.719204,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Bush Stream hydro plant; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=6223973.474556.
hydro_run_of_river_canterbury_bush_stream_hydro_plant,hydro_run_of_river,2050,2050,,,MW_e generator capacity,,,,514196.117001,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,76.566311,0.000000,3600,9.527977,186.719204,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Bush Stream hydro plant; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=6223973.474556.
